work_id,utilisation_ratio,days_to_first_payment,num_payments,avg_payment_size_lakh,round_number_payment_ratio,vendor_concentration_ratio,uc_submission_lag_days,fy_end_disbursal_ratio,cost_revision_count,payment_interval_cv,is_seeded_anomaly
MPLAD-FIN-403278,0.8407,101.7555,4.0,4.3281,0.0227,0.3828,15.7561,0.2435,0.0,0.4252,0
MPLAD-FIN-403279,1.0042,24.5855,4.0,5.7889,0.1483,0.1987,31.4836,0.4094,0.0,0.3884,0
MPLAD-FIN-403280,0.8848,54.6131,3.0,3.8894,0.2351,0.4603,39.0516,0.2468,1.0,0.2494,0
MPLAD-FIN-403281,0.789,69.7797,6.0,3.208,0.1655,0.2145,22.2908,0.3596,0.0,0.8062,0
MPLAD-FIN-403282,0.7157,61.0232,6.0,7.9665,0.0469,0.2808,32.1749,0.5086,0.0,0.5755,0
MPLAD-FIN-403283,0.8762,73.7342,2.0,0.725,0.1279,0.3146,27.1686,0.2261,0.0,0.2818,0
MPLAD-FIN-403284,0.7232,25.8027,7.0,3.4434,0.1818,0.3111,56.7477,0.1081,0.0,0.6085,0
MPLAD-FIN-403285,0.8946,7.9122,8.0,1.1665,0.3448,0.2201,56.9787,0.2116,0.0,1.6469,0
MPLAD-FIN-403286,0.7229,16.5078,6.0,5.5015,0.0521,0.0345,75.2487,0.2017,2.0,0.1986,0
MPLAD-FIN-403287,0.9282,93.55,8.0,5.513,0.1156,0.3918,26.6954,0.3895,0.0,0.3441,0
MPLAD-FIN-403288,0.9671,20.2427,6.0,2.2406,0.2866,0.2996,113.5205,0.5352,2.0,1.047,0
MPLAD-FIN-403289,0.8808,21.9178,8.0,3.5045,0.0344,0.2022,20.661,0.2029,1.0,0.58,0
MPLAD-FIN-403290,0.895,61.4995,3.0,6.4884,0.2304,0.2938,33.4451,0.3534,1.0,0.3126,0
MPLAD-FIN-403291,0.8858,36.1693,5.0,0.4891,0.0888,0.1828,38.6361,0.2097,0.0,0.145,0
MPLAD-FIN-403292,0.8945,76.0982,6.0,9.0964,0.274,0.1053,19.9203,0.1497,1.0,0.1337,0
MPLAD-FIN-403293,0.808,22.7176,6.0,2.4239,0.1482,0.3944,76.8899,0.1234,0.0,0.287,0
MPLAD-FIN-403294,0.8431,11.4873,5.0,1.9052,0.0964,0.2155,41.68,0.1933,0.0,0.9775,0
MPLAD-FIN-403295,0.8766,2.2869,2.0,33.3761,0.8598,0.9668,147.6424,0.9784,5.0,3.225,1
MPLAD-FIN-403296,0.6379,34.0656,3.0,3.6554,0.1052,0.1028,27.4087,0.1006,0.0,0.3053,0
MPLAD-FIN-403297,0.8441,11.5724,4.0,2.1036,0.0859,0.4346,11.894,0.1978,1.0,0.2759,0
MPLAD-FIN-403298,0.8209,42.5112,4.0,2.262,0.1531,0.1636,38.0272,0.1328,1.0,0.2038,0
MPLAD-FIN-403299,0.6586,12.8132,5.0,5.2774,0.0763,0.1913,26.2114,0.1653,0.0,0.2861,0
MPLAD-FIN-403300,0.9462,34.3239,8.0,1.2185,0.1309,0.3893,28.805,0.0681,1.0,0.1667,0
MPLAD-FIN-403301,0.8396,58.7588,3.0,1.4215,0.0032,0.2096,23.9461,0.1404,0.0,0.8634,0
MPLAD-FIN-403302,0.6963,4.995,8.0,3.419,0.4604,0.094,39.3706,0.1935,1.0,0.3006,0
MPLAD-FIN-403303,0.9662,15.5049,5.0,1.3868,0.0621,0.3212,20.2635,0.0422,1.0,0.2855,0
MPLAD-FIN-403304,0.9335,58.1473,4.0,3.8274,0.2909,0.2089,37.6507,0.2034,0.0,0.3762,0
MPLAD-FIN-403305,0.8183,53.4135,2.0,2.9662,0.235,0.3442,30.6719,0.3466,1.0,0.2368,0
MPLAD-FIN-403306,0.8078,31.0618,7.0,4.165,0.056,0.077,12.9942,0.1967,0.0,0.4822,0
MPLAD-FIN-403307,1.0438,41.597,4.0,4.6123,0.1138,0.1862,61.719,0.2097,1.0,0.753,0
MPLAD-FIN-403308,1.0059,80.3577,4.0,7.917,0.2389,0.1363,40.1886,0.2341,0.0,0.8419,0
MPLAD-FIN-403309,0.9573,16.2022,5.0,0.2098,0.1122,0.2406,56.0592,0.0604,0.0,0.042,0
MPLAD-FIN-403310,0.8722,47.2993,5.0,3.0204,0.107,0.4884,52.032,0.1788,0.0,0.4345,0
MPLAD-FIN-403311,0.8008,48.502,6.0,3.8482,0.071,0.3714,80.3755,0.0888,1.0,0.1144,0
MPLAD-FIN-403312,0.8187,35.3953,2.0,2.7915,0.1573,0.0547,47.0937,0.154,0.0,0.4192,0
MPLAD-FIN-403313,1.0173,32.924,3.0,5.8438,0.1144,0.406,21.2309,0.1066,0.0,0.8195,0
MPLAD-FIN-403314,0.8136,37.6692,7.0,4.5015,0.2103,0.2091,10.0929,0.0566,0.0,0.9634,0
MPLAD-FIN-403315,0.7846,26.1613,5.0,1.074,0.1374,0.5158,18.7,0.1453,0.0,0.5886,0
MPLAD-FIN-403316,0.8775,25.3219,6.0,2.026,0.1169,0.1245,26.8421,0.2265,0.0,0.1681,0
MPLAD-FIN-403317,0.714,43.3576,6.0,1.8404,0.3806,0.418,131.391,0.1453,0.0,0.2253,0
MPLAD-FIN-403318,0.8232,46.4743,3.0,1.1656,0.0998,0.29,20.9429,0.4213,3.0,0.2926,0
MPLAD-FIN-403319,0.9816,32.0754,6.0,4.0598,0.3796,0.2688,24.6463,0.2165,0.0,0.3798,0
MPLAD-FIN-403320,0.8693,13.3132,5.0,1.3314,0.2663,0.1927,167.3205,0.321,0.0,0.9838,0
MPLAD-FIN-403321,0.7983,25.9207,5.0,5.6271,0.1539,0.2076,19.9947,0.0289,0.0,0.2179,0
MPLAD-FIN-403322,0.8918,5.7607,2.0,1.1949,0.1772,0.2458,32.0207,0.1787,1.0,0.8423,0
MPLAD-FIN-403323,0.9193,5.5998,3.0,3.4929,0.0759,0.3039,15.6232,0.1361,0.0,0.8267,0
MPLAD-FIN-403324,0.8959,15.3723,5.0,4.6982,0.0431,0.1503,18.736,0.2344,0.0,0.2364,0
MPLAD-FIN-403325,0.8665,11.6265,6.0,0.4713,0.1419,0.1419,50.1798,0.3587,0.0,0.5227,0
MPLAD-FIN-403326,0.7982,13.9182,8.0,0.69,0.1854,0.1823,11.6797,0.4681,1.0,0.2871,0
MPLAD-FIN-403327,0.911,17.9684,2.0,1.1743,0.3077,0.2329,71.7599,0.3782,0.0,0.7394,0
MPLAD-FIN-403328,0.8521,8.9895,4.0,4.8242,0.0629,0.1527,93.5997,0.3807,0.0,0.3505,0
MPLAD-FIN-403329,1.0662,1.3784,2.0,55.7141,0.8102,0.8666,233.666,0.9316,4.0,2.0349,1
MPLAD-FIN-403330,0.922,41.3382,7.0,1.5583,0.0756,0.3219,46.9242,0.0498,0.0,0.5139,0
MPLAD-FIN-403331,1.018,46.7015,5.0,2.6454,0.1613,0.8208,167.259,0.1363,2.0,1.1628,0
MPLAD-FIN-403332,1.05,23.3916,7.0,4.356,0.149,0.2426,28.5745,0.3716,1.0,0.7282,0
MPLAD-FIN-403333,1.0362,125.4803,2.0,5.0764,0.1125,0.3861,33.8559,0.272,1.0,0.4035,0
MPLAD-FIN-403334,0.9809,37.6072,6.0,1.6519,0.3468,0.2167,27.6463,0.2974,0.0,0.3418,0
MPLAD-FIN-403335,0.8909,31.0755,8.0,3.931,0.1607,0.3952,19.4345,0.0682,0.0,0.4884,0
MPLAD-FIN-403336,0.9459,60.35,8.0,1.141,0.0488,0.1336,14.9839,0.2522,0.0,0.5325,0
MPLAD-FIN-403337,0.876,43.5788,7.0,3.507,0.1749,0.3403,86.3776,0.4139,0.0,0.3702,0
MPLAD-FIN-403338,0.8784,44.0145,6.0,7.6187,0.1001,0.1852,58.1652,0.1114,0.0,0.4568,0
MPLAD-FIN-403339,0.8419,14.8344,6.0,3.103,0.1981,0.307,38.3046,0.1218,0.0,1.0235,0
MPLAD-FIN-403340,1.0445,41.6896,4.0,4.8443,0.1695,0.1995,8.2415,0.3634,1.0,0.4248,0
MPLAD-FIN-403341,0.8875,11.5107,2.0,1.7912,0.2663,0.1198,42.618,0.3719,0.0,0.2963,0
MPLAD-FIN-403342,0.9553,29.7426,3.0,4.2106,0.1524,0.0862,22.7143,0.2664,0.0,0.2575,0
MPLAD-FIN-403343,0.8348,20.615,6.0,2.3302,0.2492,0.2078,30.3081,0.3802,0.0,0.7382,0
MPLAD-FIN-403344,1.1158,13.333,2.0,20.0825,0.8577,0.936,209.3769,0.6322,5.0,2.5535,1
MPLAD-FIN-403345,0.8099,18.494,3.0,2.3778,0.392,0.4565,20.5198,0.2645,0.0,0.7448,0
MPLAD-FIN-403346,0.9552,23.093,7.0,6.0675,0.1256,0.1776,21.6792,0.073,1.0,0.2863,0
MPLAD-FIN-403347,0.9145,59.0996,2.0,1.0921,0.0316,0.2938,36.5274,0.2491,0.0,1.3239,0
MPLAD-FIN-403348,0.8535,27.2773,3.0,4.1507,0.2692,0.2229,37.2615,0.0236,1.0,0.6369,0
MPLAD-FIN-403349,0.924,39.5579,7.0,4.2228,0.1641,0.0965,84.6161,0.0886,1.0,0.4385,0
MPLAD-FIN-403350,0.7256,94.144,4.0,5.6204,0.0171,0.2282,69.018,0.2724,1.0,0.2671,0
MPLAD-FIN-403351,0.9434,20.5293,3.0,2.9229,0.3083,0.1137,97.0694,0.1789,1.0,0.3977,0
MPLAD-FIN-403352,0.9849,13.8121,2.0,4.5419,0.1662,0.1284,32.4358,0.1115,2.0,0.3901,0
MPLAD-FIN-403353,0.8525,18.9825,4.0,6.1079,0.177,0.2326,58.145,0.3951,0.0,0.3745,0
MPLAD-FIN-403354,0.884,48.5553,7.0,7.4157,0.1008,0.1217,45.3743,0.2944,1.0,0.1379,0
MPLAD-FIN-403355,0.9147,29.1713,4.0,2.7902,0.0237,0.085,28.5288,0.1889,0.0,0.704,0
MPLAD-FIN-403356,0.8796,51.5207,4.0,3.5824,0.1259,0.0519,42.8815,0.1885,1.0,0.4727,0
MPLAD-FIN-403357,0.6768,52.6979,3.0,6.9607,0.1665,0.3914,25.8824,0.0353,0.0,1.3943,0
MPLAD-FIN-403358,0.7784,10.6388,5.0,1.6473,0.2299,0.1732,42.1189,0.3011,1.0,1.0454,0
MPLAD-FIN-403359,0.7745,15.6985,3.0,1.851,0.2559,0.1621,43.2743,0.498,1.0,0.8385,0
MPLAD-FIN-403360,0.8999,78.604,2.0,3.6115,0.2203,0.2196,25.1698,0.2898,0.0,0.2404,0
MPLAD-FIN-403361,0.8518,43.4497,8.0,7.6199,0.0461,0.0952,37.6083,0.1411,0.0,0.5644,0
MPLAD-FIN-403362,0.8613,6.0206,2.0,11.6196,0.0882,0.3148,38.4424,0.2926,0.0,0.2722,0
MPLAD-FIN-403363,0.9607,63.1666,6.0,4.1967,0.0662,0.2692,26.2239,0.4479,0.0,0.3142,0
MPLAD-FIN-403364,0.862,24.8082,8.0,1.4732,0.2143,0.3306,31.4312,0.189,1.0,0.5053,0
MPLAD-FIN-403365,0.923,23.8556,7.0,3.7902,0.3259,0.3697,50.2185,0.2417,1.0,0.4131,0
MPLAD-FIN-403366,0.9537,6.4292,3.0,1.5483,0.1491,0.142,16.3031,0.2163,0.0,0.3355,0
MPLAD-FIN-403367,0.9219,18.65,5.0,4.1674,0.1021,0.1225,22.1095,0.5357,0.0,0.2189,0
MPLAD-FIN-403368,0.823,21.8978,6.0,3.0382,0.0946,0.3117,19.0342,0.2606,0.0,0.186,0
MPLAD-FIN-403369,0.7214,50.4737,5.0,0.7378,0.1389,0.1291,21.0449,0.1381,0.0,0.2166,0
MPLAD-FIN-403370,0.7421,28.3189,3.0,6.7966,0.3241,0.1777,63.5975,0.4395,0.0,0.7822,0
MPLAD-FIN-403371,0.9492,11.7552,2.0,4.702,0.0132,0.2278,54.1939,0.3846,1.0,1.0239,0
MPLAD-FIN-403372,1.3259,7.3731,2.0,27.1863,0.6904,0.7758,308.104,0.9344,2.0,1.7504,1
MPLAD-FIN-403373,0.9551,74.6475,5.0,2.8074,0.1165,0.4386,49.385,0.3578,0.0,0.1698,0
MPLAD-FIN-403374,0.9894,4.3442,7.0,3.5739,0.091,0.1957,46.2228,0.2023,1.0,0.4623,0
MPLAD-FIN-403375,0.9694,14.0481,3.0,8.0736,0.2032,0.225,9.6989,0.312,0.0,0.0916,0
MPLAD-FIN-403376,0.8479,28.7783,7.0,3.8906,0.0205,0.2252,30.7985,0.2231,0.0,1.1068,0
MPLAD-FIN-403377,0.9868,47.337,5.0,4.1999,0.2042,0.1315,30.4154,0.3902,1.0,0.2231,0
MPLAD-FIN-403378,1.0373,7.4855,2.0,5.6251,0.9047,0.8191,153.1526,0.86,5.0,1.3225,1
MPLAD-FIN-403379,0.7105,22.5833,8.0,5.6575,0.1195,0.2021,40.4395,0.2384,1.0,0.205,0
MPLAD-FIN-403380,0.831,21.4607,2.0,1.9887,0.1416,0.1723,63.6628,0.1098,0.0,0.4038,0
MPLAD-FIN-403381,0.97,26.2838,4.0,9.2051,0.1473,0.4535,18.0794,0.0102,0.0,0.1132,0
MPLAD-FIN-403382,0.9593,31.2682,7.0,3.2856,0.0879,0.1763,19.6375,0.2026,1.0,0.1757,0
MPLAD-FIN-403383,0.9774,41.4309,8.0,0.3012,0.1915,0.4879,14.6599,0.2664,0.0,0.0524,0
MPLAD-FIN-403384,0.878,19.7753,4.0,2.6499,0.3163,0.2304,76.4251,0.1969,0.0,0.2446,0
MPLAD-FIN-403385,0.953,33.9868,8.0,5.547,0.0867,0.188,37.4197,0.2491,0.0,0.1701,0
MPLAD-FIN-403386,0.8398,32.2397,7.0,2.1709,0.0963,0.323,8.1435,0.4693,0.0,0.1247,0
MPLAD-FIN-403387,0.9435,38.1881,8.0,5.2181,0.1841,0.6609,36.0489,0.1004,0.0,0.5135,0
MPLAD-FIN-403388,0.8225,38.86,7.0,3.0638,0.4188,0.2997,69.7659,0.1345,0.0,0.346,0
MPLAD-FIN-403389,0.8643,47.498,5.0,0.9255,0.2245,0.2104,35.4045,0.2337,0.0,0.8957,0
MPLAD-FIN-403390,0.9484,79.3819,6.0,3.9932,0.2209,0.3098,60.084,0.2846,0.0,0.1373,0
MPLAD-FIN-403391,0.8343,8.5321,5.0,1.7936,0.1199,0.2528,29.6962,0.0554,0.0,0.1901,0
MPLAD-FIN-403392,0.7544,15.1536,8.0,1.5969,0.2188,0.1002,2.9622,0.5305,1.0,0.4965,0
MPLAD-FIN-403393,0.6455,52.9405,5.0,2.2888,0.0199,0.394,76.1511,0.1434,0.0,0.5259,0
MPLAD-FIN-403394,0.909,78.9053,2.0,4.4754,0.1465,0.5178,11.0871,0.3414,0.0,0.4332,0
MPLAD-FIN-403395,0.9324,41.7025,5.0,4.8137,0.0791,0.2693,13.0568,0.1835,1.0,0.4819,0
MPLAD-FIN-403396,0.7304,14.9291,4.0,2.3123,0.2399,0.1576,9.7887,0.2706,1.0,0.3459,0
MPLAD-FIN-403397,0.9029,39.2711,4.0,6.326,0.0215,0.2462,7.9452,0.3467,0.0,0.2861,0
MPLAD-FIN-403398,0.8009,55.6172,7.0,1.6913,0.0953,0.0598,19.9172,0.3611,2.0,0.3891,0
MPLAD-FIN-403399,0.7276,36.6215,4.0,4.2791,0.2846,0.2109,62.1846,0.3448,0.0,1.3204,0
MPLAD-FIN-403400,0.6686,13.6403,4.0,5.9565,0.2403,0.134,101.8715,0.1453,0.0,0.067,0
MPLAD-FIN-403401,0.8587,23.8304,4.0,2.0691,0.0869,0.1645,63.5522,0.1312,0.0,1.0181,0
MPLAD-FIN-403402,0.8032,16.4059,7.0,6.4768,0.1629,0.1045,7.1333,0.2521,0.0,0.3111,0
MPLAD-FIN-403403,0.7566,98.4122,2.0,6.8062,0.2904,0.4367,101.123,0.3032,0.0,0.4992,0
MPLAD-FIN-403404,1.05,44.5342,3.0,3.0723,0.1877,0.3869,32.4261,0.43,0.0,0.1424,0
MPLAD-FIN-403405,0.8551,79.275,6.0,2.3902,0.0054,0.2983,33.7003,0.0166,0.0,0.4789,0
MPLAD-FIN-403406,0.6506,16.8475,3.0,2.1888,0.1715,0.0365,120.7245,0.0439,1.0,0.5061,0
MPLAD-FIN-403407,0.8501,18.1778,6.0,5.6496,0.0268,0.3065,84.8509,0.5304,1.0,0.3819,0
MPLAD-FIN-403408,0.8115,13.9135,3.0,0.5986,0.0565,0.3166,57.3041,0.0665,0.0,0.3176,0
MPLAD-FIN-403409,0.8467,34.3421,2.0,0.1341,0.1166,0.4149,36.9365,0.0971,1.0,0.2307,0
MPLAD-FIN-403410,0.9128,54.9778,8.0,2.8998,0.0811,0.2214,49.7357,0.1383,1.0,0.4362,0
MPLAD-FIN-403411,0.8257,58.567,7.0,3.0226,0.1103,0.0744,65.7836,0.3272,0.0,0.586,0
MPLAD-FIN-403412,0.9422,19.2863,4.0,2.8298,0.0601,0.3972,20.9809,0.191,1.0,1.1382,0
MPLAD-FIN-403413,0.7932,25.9689,5.0,2.3,0.0725,0.4056,31.3829,0.1253,0.0,0.5657,0
MPLAD-FIN-403414,1.0327,43.0459,4.0,4.41,0.0842,0.2593,22.0637,0.0397,1.0,0.2264,0
MPLAD-FIN-403415,0.9416,47.5184,7.0,1.2956,0.1192,0.2796,21.5736,0.2729,1.0,0.0567,0
MPLAD-FIN-403416,0.8611,10.6496,5.0,5.6438,0.0543,0.3205,35.5293,0.4006,0.0,1.0969,0
MPLAD-FIN-403417,0.9065,72.4032,7.0,1.5689,0.1392,0.4024,64.6628,0.3004,0.0,0.8154,0
MPLAD-FIN-403418,0.9165,52.549,4.0,4.3806,0.0757,0.0229,32.6768,0.0909,0.0,0.3897,0
MPLAD-FIN-403419,0.9532,44.6124,7.0,5.6473,0.116,0.2854,22.3509,0.0766,0.0,0.1374,0
MPLAD-FIN-403420,0.8976,53.6004,2.0,1.8945,0.1103,0.3455,9.4759,0.2642,0.0,0.2215,0
MPLAD-FIN-403421,0.8488,8.5824,2.0,3.0198,0.1492,0.1103,40.8467,0.1316,0.0,1.0048,0
MPLAD-FIN-403422,0.7387,6.1544,6.0,8.4125,0.101,0.3232,24.097,0.1631,0.0,0.1383,0
MPLAD-FIN-403423,0.9075,37.6507,5.0,5.0097,0.0185,0.0847,59.3441,0.0313,0.0,0.3307,0
MPLAD-FIN-403424,0.7834,28.121,2.0,7.6797,0.1391,0.0999,93.4545,0.1498,0.0,0.2202,0
MPLAD-FIN-403425,0.837,49.2731,5.0,5.668,0.0998,0.0899,129.744,0.0941,1.0,0.3527,0
MPLAD-FIN-403426,0.8229,54.9891,8.0,2.1357,0.0952,0.1038,51.7748,0.5264,0.0,0.4821,0
MPLAD-FIN-403427,0.8515,53.5241,7.0,6.2694,0.5527,0.4584,31.0693,0.1517,0.0,0.94,0
MPLAD-FIN-403428,0.9663,54.0537,5.0,1.9818,0.1743,0.3972,25.1221,0.126,0.0,0.3436,0
MPLAD-FIN-403429,0.9549,20.535,7.0,2.1797,0.0782,0.1246,43.0002,0.5208,1.0,0.6685,0
MPLAD-FIN-403430,0.6974,16.6109,6.0,5.9036,0.2298,0.3667,26.1349,0.0879,0.0,0.4482,0
MPLAD-FIN-403431,1.0097,67.709,3.0,4.7123,0.0544,0.2037,23.4595,0.2234,0.0,0.3186,0
MPLAD-FIN-403432,0.9524,94.0918,7.0,7.5995,0.4306,0.2901,17.7737,0.1964,0.0,0.1422,0
MPLAD-FIN-403433,0.9704,49.4857,8.0,0.9337,0.0827,0.2758,33.6516,0.2775,0.0,0.8905,0
MPLAD-FIN-403434,0.9926,9.7611,3.0,2.069,0.3546,0.2291,16.7566,0.0305,0.0,0.4877,0
MPLAD-FIN-403435,0.9001,67.4086,3.0,3.0442,0.14,0.4448,22.4169,0.0265,0.0,0.8949,0
MPLAD-FIN-403436,0.9153,59.9092,3.0,2.6872,0.135,0.4391,43.3117,0.0614,1.0,0.239,0
MPLAD-FIN-403437,0.8473,44.2879,4.0,3.2109,0.3026,0.2546,40.2644,0.5043,2.0,0.5544,0
MPLAD-FIN-403438,0.9631,26.2979,7.0,3.1315,0.111,0.1403,26.6098,0.0624,1.0,0.3319,0
MPLAD-FIN-403439,1.05,50.1122,3.0,1.9878,0.0151,0.2756,42.7099,0.3517,0.0,0.5632,0
MPLAD-FIN-403440,0.761,27.768,1.0,13.9604,0.9054,0.7094,206.1597,0.8369,3.0,1.708,1
MPLAD-FIN-403441,0.9483,18.0766,2.0,2.8863,0.2213,0.2467,47.505,0.2544,1.0,0.0554,0
MPLAD-FIN-403442,0.9567,43.4409,6.0,4.4365,0.1242,0.3695,26.8568,0.0501,0.0,0.4555,0
MPLAD-FIN-403443,0.7336,70.1751,7.0,1.8055,0.1182,0.1403,5.1038,0.0835,2.0,0.3076,0
MPLAD-FIN-403444,0.8398,19.1439,4.0,9.0796,0.1513,0.248,17.3771,0.0618,0.0,0.9274,0
MPLAD-FIN-403445,0.8725,35.203,2.0,3.496,0.0332,0.2502,5.1636,0.2673,0.0,0.6074,0
MPLAD-FIN-403446,0.9213,32.1657,7.0,0.7211,0.0376,0.3311,52.678,0.1119,0.0,0.2094,0
MPLAD-FIN-403447,0.8311,15.5273,5.0,1.5688,0.0211,0.5579,67.1212,0.4888,0.0,0.3588,0
MPLAD-FIN-403448,0.9688,58.0672,6.0,9.6422,0.0218,0.1163,30.4037,0.3221,0.0,0.313,0
MPLAD-FIN-403449,1.0393,59.0518,7.0,4.385,0.2387,0.0975,88.9795,0.4427,0.0,0.8621,0
MPLAD-FIN-403450,0.9668,3.136,6.0,4.5808,0.052,0.3126,46.0001,0.2319,0.0,0.6495,0
MPLAD-FIN-403451,0.7503,28.5064,6.0,1.2694,0.0988,0.4305,87.5437,0.1908,0.0,0.3123,0
MPLAD-FIN-403452,0.8901,14.6925,3.0,1.8137,0.1166,0.4278,26.6445,0.3575,0.0,0.2459,0
MPLAD-FIN-403453,1.0295,53.7444,5.0,11.792,0.0265,0.1681,18.6267,0.0416,0.0,0.8934,0
MPLAD-FIN-403454,1.05,51.4619,8.0,0.8695,0.0866,0.2559,65.01,0.2079,0.0,0.2499,0
MPLAD-FIN-403455,0.8388,50.0685,5.0,10.881,0.1064,0.2349,37.5027,0.0873,1.0,0.2364,0
MPLAD-FIN-403456,0.892,27.4212,7.0,1.1459,0.1241,0.1618,101.561,0.246,0.0,1.1433,0
MPLAD-FIN-403457,0.9273,26.5994,4.0,3.668,0.2909,0.5646,63.3213,0.3088,0.0,0.2573,0
MPLAD-FIN-403458,0.843,50.7231,4.0,3.8551,0.2579,0.0736,17.2421,0.2589,0.0,0.4913,0
MPLAD-FIN-403459,0.8677,11.9736,3.0,3.3184,0.1393,0.3808,29.1126,0.1701,0.0,0.8258,0
MPLAD-FIN-403460,0.8125,16.3931,5.0,4.283,0.142,0.1404,38.8237,0.0327,0.0,0.3374,0
MPLAD-FIN-403461,0.8869,18.2785,2.0,4.0017,0.3178,0.2704,58.5327,0.1111,2.0,0.3827,0
MPLAD-FIN-403462,1.1145,4.7269,2.0,21.3538,0.9472,0.9394,322.2414,0.8517,2.0,0.7193,1
MPLAD-FIN-403463,0.9342,6.139,6.0,1.3376,0.0326,0.3737,28.194,0.478,1.0,0.535,0
MPLAD-FIN-403464,0.5468,31.6558,7.0,5.7897,0.2328,0.0409,94.0973,0.2371,0.0,0.5192,0
MPLAD-FIN-403465,0.7891,32.2205,3.0,8.961,0.0065,0.2703,16.3358,0.2976,0.0,0.2682,0
MPLAD-FIN-403466,0.8422,67.2379,5.0,2.9695,0.0839,0.154,26.8928,0.1105,0.0,0.0681,0
MPLAD-FIN-403467,0.7864,22.35,8.0,5.1365,0.1314,0.1712,16.7291,0.1266,1.0,0.2029,0
MPLAD-FIN-403468,1.0116,40.4168,5.0,6.9291,0.3542,0.2097,36.754,0.4719,0.0,0.364,0
MPLAD-FIN-403469,0.8473,30.1453,3.0,2.1501,0.0626,0.1794,58.1352,0.3182,0.0,0.7005,0
MPLAD-FIN-403470,0.9955,6.9926,4.0,8.5201,0.1253,0.1377,63.4727,0.0728,0.0,0.1123,0
MPLAD-FIN-403471,0.9323,29.6884,5.0,1.7634,0.3477,0.2363,18.1728,0.3173,0.0,0.1484,0
MPLAD-FIN-403472,0.6363,32.1583,8.0,10.9711,0.1116,0.2537,47.5492,0.0367,0.0,0.3218,0
MPLAD-FIN-403473,0.9258,47.6286,7.0,11.9166,0.0195,0.3738,28.8979,0.2573,0.0,1.1122,0
MPLAD-FIN-403474,0.8008,8.7711,7.0,1.4754,0.2329,0.1403,69.4549,0.2446,0.0,1.1224,0
MPLAD-FIN-403475,0.7826,18.9116,8.0,1.4642,0.337,0.2793,51.3826,0.1193,0.0,0.3337,0
MPLAD-FIN-403476,0.801,9.5717,3.0,2.6136,0.2497,0.2251,21.5994,0.1213,1.0,0.4544,0
MPLAD-FIN-403477,0.9371,26.9229,7.0,2.9214,0.0413,0.0258,49.4354,0.163,0.0,0.1879,0
MPLAD-FIN-403478,0.8311,32.114,4.0,9.4093,0.0417,0.2611,28.5593,0.1498,0.0,0.222,0
MPLAD-FIN-403479,0.8714,46.8076,2.0,6.0005,0.0672,0.1138,34.0148,0.2216,1.0,0.2657,0
MPLAD-FIN-403480,0.8504,20.8904,8.0,2.7619,0.062,0.2463,89.1502,0.1448,0.0,0.4253,0
MPLAD-FIN-403481,0.9879,13.863,6.0,7.4163,0.3298,0.1901,41.2901,0.5751,1.0,0.1509,0
MPLAD-FIN-403482,0.9865,38.9204,7.0,6.4067,0.0225,0.2891,47.2461,0.0618,1.0,0.439,0
MPLAD-FIN-403483,0.8221,53.8403,4.0,3.1978,0.2474,0.1377,125.2099,0.3459,2.0,0.2808,0
MPLAD-FIN-403484,0.8946,4.0184,7.0,3.0895,0.2644,0.1086,44.4587,0.1723,0.0,0.6495,0
MPLAD-FIN-403485,0.893,5.2883,3.0,1.8904,0.1435,0.2752,16.822,0.1542,0.0,0.6673,0
MPLAD-FIN-403486,0.8507,59.4904,2.0,6.211,0.1265,0.341,33.4024,0.0843,1.0,0.4309,0
MPLAD-FIN-403487,0.8474,25.2475,2.0,6.9236,0.2086,0.4837,67.8272,0.1782,0.0,0.125,0
MPLAD-FIN-403488,0.6988,25.5338,4.0,3.0971,0.0942,0.2137,44.1306,0.1382,0.0,0.2296,0
MPLAD-FIN-403489,0.8684,31.7155,4.0,3.1743,0.1679,0.1281,76.8853,0.2613,0.0,0.2277,0
MPLAD-FIN-403490,0.902,15.6982,4.0,4.7361,0.0768,0.3375,37.4782,0.5819,0.0,0.7284,0
MPLAD-FIN-403491,0.7516,36.5572,7.0,12.065,0.0547,0.2754,63.253,0.3932,0.0,0.0771,0
MPLAD-FIN-403492,0.7486,13.3934,4.0,3.8888,0.3076,0.2302,7.9116,0.291,0.0,0.3462,0
MPLAD-FIN-403493,0.9616,29.1535,4.0,5.4018,0.1402,0.1072,49.0181,0.0295,0.0,0.0442,0
MPLAD-FIN-403494,0.8938,16.4986,4.0,3.8932,0.0448,0.2793,24.1895,0.5672,0.0,0.2344,0
MPLAD-FIN-403495,0.8883,16.2861,6.0,12.7253,0.0353,0.1067,25.4811,0.1571,0.0,0.257,0
MPLAD-FIN-403496,0.9314,126.1668,4.0,7.6035,0.026,0.3222,14.2924,0.3355,0.0,0.1504,0
MPLAD-FIN-403497,1.1486,1.2103,2.0,33.9933,0.8462,0.8778,170.7936,0.6763,5.0,1.5446,1
MPLAD-FIN-403498,0.9628,63.5371,3.0,6.5271,0.075,0.1866,81.2176,0.0185,1.0,0.422,0
MPLAD-FIN-403499,1.0304,20.8949,4.0,5.4637,0.2797,0.1423,47.6943,0.3072,0.0,0.501,0
MPLAD-FIN-403500,0.9395,29.9027,8.0,7.666,0.2016,0.1473,50.1726,0.3759,0.0,0.5848,0
