project_id,sanctioned_cost_lakh,planned_duration_days,sanction_to_start_lag_days,num_bidders,vendor_past_overrun_rate,vendor_completed_projects,district_past_delay_rate,monsoon_overlap_months,fund_release_tranches,rate_deviation_pct,is_election_year,category_code,is_delayed_or_overrun
PRJ-305263,26.26,185.0,167.3,3.0,0.0387,21.0,0.6588,2.0,4.0,2.8,0.0,8.0,1
PRJ-305264,10.96,49.0,17.3,8.0,0.221,0.0,0.2765,0.0,2.0,-4.37,0.0,5.0,0
PRJ-305265,17.67,161.0,32.7,7.0,0.3895,33.0,0.2433,3.0,1.0,8.19,0.0,4.0,0
PRJ-305266,8.23,251.0,43.9,2.0,0.1155,46.0,0.2944,1.0,1.0,-9.15,1.0,4.0,0
PRJ-305267,26.83,111.0,50.6,5.0,0.3565,54.0,0.643,3.0,4.0,0.62,0.0,7.0,0
PRJ-305268,6.61,481.0,33.6,7.0,0.434,14.0,0.5051,0.0,1.0,-3.38,0.0,7.0,0
PRJ-305269,9.73,72.0,49.6,6.0,0.4141,55.0,0.4626,1.0,4.0,-3.53,1.0,3.0,0
PRJ-305270,3.06,312.0,66.4,1.0,0.0211,3.0,0.1058,4.0,2.0,10.27,1.0,6.0,0
PRJ-305271,26.42,528.0,25.3,1.0,0.1227,13.0,0.4934,3.0,2.0,-7.79,1.0,2.0,1
PRJ-305272,7.52,210.0,33.6,5.0,0.0798,50.0,0.5272,2.0,3.0,-1.63,0.0,0.0,0
PRJ-305273,14.84,310.0,143.5,8.0,0.0921,5.0,0.4039,3.0,1.0,-5.25,0.0,6.0,0
PRJ-305274,16.24,81.0,90.4,1.0,0.1728,28.0,0.6587,0.0,1.0,19.74,0.0,8.0,1
PRJ-305275,23.75,406.0,88.9,2.0,0.0903,39.0,0.3909,3.0,3.0,-0.01,1.0,6.0,1
PRJ-305276,14.12,528.0,12.6,2.0,0.3306,2.0,0.3434,0.0,2.0,0.08,0.0,0.0,1
PRJ-305277,11.41,427.0,159.2,3.0,0.3917,10.0,0.3053,3.0,1.0,-2.99,0.0,8.0,1
PRJ-305278,22.22,118.0,42.6,8.0,0.343,23.0,0.3857,1.0,2.0,5.47,1.0,6.0,1
PRJ-305279,16.06,219.0,96.0,8.0,0.1917,48.0,0.3827,3.0,1.0,-4.78,1.0,6.0,0
PRJ-305280,10.25,403.0,52.8,3.0,0.2354,45.0,0.3311,3.0,4.0,-5.31,1.0,1.0,0
PRJ-305281,27.16,440.0,8.0,6.0,0.4117,16.0,0.6553,2.0,3.0,-5.3,0.0,6.0,0
PRJ-305282,16.88,244.0,35.0,1.0,0.2509,23.0,0.5866,0.0,4.0,0.9,0.0,4.0,1
PRJ-305283,4.78,520.0,91.3,5.0,0.2035,9.0,0.6294,3.0,2.0,13.11,0.0,0.0,1
PRJ-305284,30.27,145.0,93.2,6.0,0.1027,26.0,0.4055,3.0,4.0,-3.74,0.0,3.0,0
PRJ-305285,8.08,412.0,54.4,7.0,0.2612,48.0,0.1643,0.0,2.0,-15.64,0.0,1.0,0
PRJ-305286,23.67,290.0,16.7,7.0,0.2274,5.0,0.6377,2.0,2.0,-17.79,0.0,7.0,1
PRJ-305287,3.97,397.0,97.8,1.0,0.1363,12.0,0.1558,2.0,4.0,34.9,0.0,5.0,0
PRJ-305288,22.13,340.0,25.3,4.0,0.1582,17.0,0.525,1.0,2.0,-9.81,0.0,0.0,0
PRJ-305289,5.0,258.0,52.4,1.0,0.5808,0.0,0.1855,4.0,1.0,22.84,1.0,5.0,0
PRJ-305290,13.87,448.0,69.4,1.0,0.2175,54.0,0.6127,2.0,3.0,-2.83,0.0,4.0,0
PRJ-305291,16.58,461.0,74.3,2.0,0.2994,49.0,0.3976,1.0,2.0,-11.48,0.0,5.0,0
PRJ-305292,10.4,449.0,67.6,8.0,0.0919,19.0,0.3362,3.0,4.0,-0.93,0.0,3.0,1
PRJ-305293,12.34,88.0,22.0,3.0,0.117,5.0,0.2305,1.0,3.0,7.54,0.0,5.0,0
PRJ-305294,5.8,254.0,32.5,6.0,0.3308,30.0,0.3829,0.0,4.0,-2.69,0.0,2.0,0
PRJ-305295,20.69,416.0,21.4,6.0,0.1547,25.0,0.4022,2.0,3.0,-7.21,0.0,0.0,0
PRJ-305296,14.36,474.0,78.4,7.0,0.2308,8.0,0.2084,3.0,1.0,-18.71,0.0,6.0,0
PRJ-305297,6.59,224.0,70.9,5.0,0.0039,23.0,0.4381,1.0,3.0,-7.51,0.0,8.0,0
PRJ-305298,14.72,411.0,24.7,8.0,0.3829,55.0,0.421,0.0,3.0,4.85,0.0,4.0,0
PRJ-305299,15.02,325.0,86.8,4.0,0.1229,8.0,0.5033,1.0,4.0,-18.53,0.0,4.0,0
PRJ-305300,12.73,154.0,86.5,7.0,0.3316,52.0,0.3669,2.0,1.0,-5.24,1.0,7.0,0
PRJ-305301,1.91,487.0,107.2,7.0,0.0564,2.0,0.4288,4.0,2.0,3.2,1.0,6.0,1
PRJ-305302,9.4,265.0,69.2,5.0,0.1814,26.0,0.4499,1.0,1.0,14.35,0.0,6.0,0
PRJ-305303,20.49,344.0,72.4,3.0,0.1331,5.0,0.2327,0.0,2.0,-13.32,0.0,6.0,0
PRJ-305304,17.18,187.0,34.4,2.0,0.1432,41.0,0.4489,3.0,4.0,24.46,0.0,8.0,0
PRJ-305305,16.85,57.0,41.4,1.0,0.2129,25.0,0.5113,1.0,2.0,5.51,0.0,1.0,0
PRJ-305306,14.29,269.0,100.2,4.0,0.1133,36.0,0.5507,3.0,1.0,-14.01,0.0,6.0,0
PRJ-305307,22.01,402.0,28.7,4.0,0.0618,57.0,0.3043,3.0,2.0,1.78,0.0,3.0,0
PRJ-305308,8.05,206.0,22.9,2.0,0.4614,52.0,0.4719,2.0,3.0,-8.68,0.0,8.0,0
PRJ-305309,6.89,504.0,72.9,7.0,0.1447,43.0,0.6491,4.0,2.0,-18.79,0.0,0.0,0
PRJ-305310,35.06,416.0,6.6,2.0,0.363,20.0,0.1435,2.0,1.0,-1.93,0.0,1.0,0
PRJ-305311,7.47,362.0,27.3,4.0,0.2007,42.0,0.3513,0.0,2.0,-1.61,1.0,0.0,0
PRJ-305312,4.65,444.0,110.1,4.0,0.2675,32.0,0.368,1.0,3.0,3.35,1.0,1.0,1
PRJ-305313,10.27,471.0,125.3,8.0,0.1121,40.0,0.2285,1.0,2.0,-11.39,0.0,1.0,0
PRJ-305314,13.05,402.0,93.3,1.0,0.6493,41.0,0.3651,1.0,2.0,-10.54,1.0,5.0,1
PRJ-305315,22.1,453.0,50.7,7.0,0.15,46.0,0.5032,4.0,4.0,11.29,0.0,1.0,0
PRJ-305316,9.41,398.0,23.0,6.0,0.2203,43.0,0.292,3.0,3.0,9.14,0.0,8.0,0
PRJ-305317,9.36,471.0,13.2,7.0,0.2625,31.0,0.4721,0.0,2.0,-14.94,0.0,6.0,0
PRJ-305318,12.25,96.0,36.6,7.0,0.2506,11.0,0.4873,1.0,4.0,-20.05,0.0,1.0,0
PRJ-305319,8.33,215.0,13.5,7.0,0.3369,59.0,0.6076,0.0,2.0,-13.45,0.0,4.0,0
PRJ-305320,4.0,484.0,154.9,4.0,0.0195,4.0,0.3752,0.0,1.0,13.42,1.0,8.0,1
PRJ-305321,4.93,279.0,35.1,5.0,0.3286,36.0,0.6878,0.0,2.0,-34.67,1.0,3.0,0
PRJ-305322,25.9,52.0,38.6,3.0,0.3351,13.0,0.1704,0.0,4.0,-7.02,1.0,1.0,0
PRJ-305323,19.18,464.0,83.0,8.0,0.2141,37.0,0.3756,4.0,2.0,11.08,1.0,1.0,1
PRJ-305324,11.98,369.0,11.2,2.0,0.267,27.0,0.2747,1.0,1.0,2.32,0.0,8.0,0
PRJ-305325,17.14,495.0,39.4,5.0,0.1723,1.0,0.5633,4.0,2.0,-1.82,1.0,3.0,1
PRJ-305326,19.55,53.0,47.5,2.0,0.0995,55.0,0.0984,3.0,4.0,11.06,0.0,3.0,0
PRJ-305327,7.75,117.0,13.9,3.0,0.3374,45.0,0.59,2.0,4.0,-2.67,0.0,7.0,0
PRJ-305328,5.76,297.0,21.6,8.0,0.4026,20.0,0.2945,4.0,4.0,-6.55,0.0,1.0,0
PRJ-305329,24.24,134.0,29.2,2.0,0.1748,21.0,0.2442,4.0,2.0,9.01,0.0,8.0,1
PRJ-305330,2.23,302.0,95.8,8.0,0.2893,33.0,0.6902,3.0,4.0,22.98,0.0,8.0,1
PRJ-305331,17.32,216.0,122.7,7.0,0.1784,46.0,0.5986,0.0,2.0,-27.33,1.0,3.0,1
PRJ-305332,13.74,149.0,66.4,3.0,0.2575,59.0,0.2499,0.0,2.0,-9.42,1.0,3.0,0
PRJ-305333,22.74,426.0,44.8,3.0,0.411,50.0,0.5326,0.0,2.0,-3.69,1.0,6.0,0
PRJ-305334,17.73,64.0,110.3,1.0,0.1208,4.0,0.2383,2.0,3.0,-6.77,0.0,4.0,1
PRJ-305335,17.07,478.0,87.2,7.0,0.1808,1.0,0.3519,2.0,3.0,0.73,1.0,7.0,0
PRJ-305336,6.18,121.0,186.3,6.0,0.4301,10.0,0.3761,2.0,4.0,-0.26,0.0,3.0,0
PRJ-305337,20.02,332.0,9.2,8.0,0.1728,23.0,0.3563,3.0,3.0,-14.66,0.0,3.0,0
PRJ-305338,15.97,535.0,48.8,3.0,0.14,2.0,0.2841,0.0,1.0,6.87,0.0,6.0,0
PRJ-305339,6.78,101.0,30.5,4.0,0.1386,54.0,0.6835,0.0,1.0,-1.46,0.0,2.0,0
PRJ-305340,13.83,503.0,11.0,6.0,0.5109,39.0,0.3942,3.0,1.0,15.0,0.0,8.0,1
PRJ-305341,5.28,195.0,49.2,3.0,0.2405,7.0,0.3686,1.0,2.0,12.81,1.0,3.0,0
PRJ-305342,10.87,411.0,173.9,3.0,0.1773,51.0,0.3639,3.0,1.0,-2.55,0.0,5.0,0
PRJ-305343,44.02,469.0,18.3,2.0,0.0595,44.0,0.2116,0.0,1.0,6.37,1.0,3.0,1
PRJ-305344,5.94,159.0,231.9,8.0,0.2207,18.0,0.4314,3.0,3.0,-27.54,0.0,6.0,0
PRJ-305345,3.97,217.0,88.6,4.0,0.3792,19.0,0.1879,3.0,1.0,-25.53,1.0,6.0,1
PRJ-305346,4.97,471.0,113.3,7.0,0.0973,41.0,0.5381,0.0,3.0,13.1,0.0,7.0,0
PRJ-305347,10.77,95.0,112.7,6.0,0.3617,30.0,0.269,1.0,1.0,-1.65,0.0,2.0,1
PRJ-305348,18.56,98.0,66.7,5.0,0.2964,57.0,0.6644,1.0,1.0,15.23,0.0,1.0,0
PRJ-305349,12.5,194.0,34.7,3.0,0.0506,54.0,0.3551,2.0,1.0,13.17,0.0,1.0,0
PRJ-305350,4.4,343.0,13.4,3.0,0.1286,56.0,0.3233,2.0,3.0,-18.42,0.0,7.0,1
PRJ-305351,18.41,444.0,18.5,4.0,0.4699,37.0,0.1913,0.0,1.0,7.84,1.0,5.0,0
PRJ-305352,2.8,323.0,73.1,2.0,0.2085,46.0,0.4219,2.0,4.0,-9.41,0.0,3.0,0
PRJ-305353,4.77,289.0,35.9,5.0,0.0707,26.0,0.6092,2.0,1.0,-3.65,0.0,0.0,0
PRJ-305354,8.09,476.0,20.6,1.0,0.0836,45.0,0.3123,2.0,2.0,-15.31,1.0,0.0,0
PRJ-305355,23.71,129.0,58.7,3.0,0.3932,41.0,0.811,0.0,2.0,11.93,0.0,4.0,1
PRJ-305356,12.84,491.0,63.8,6.0,0.6061,30.0,0.2262,0.0,1.0,5.86,0.0,0.0,0
PRJ-305357,13.17,199.0,83.3,1.0,0.1226,13.0,0.1189,4.0,1.0,-7.23,0.0,6.0,0
PRJ-305358,4.45,181.0,24.7,1.0,0.0474,57.0,0.1583,0.0,2.0,-9.35,1.0,7.0,0
PRJ-305359,8.67,517.0,44.7,2.0,0.2804,0.0,0.655,3.0,2.0,9.28,0.0,2.0,1
PRJ-305360,21.56,364.0,25.4,7.0,0.105,6.0,0.7482,3.0,2.0,-9.45,0.0,6.0,0
PRJ-305361,15.31,258.0,15.7,7.0,0.2958,37.0,0.4009,2.0,2.0,-7.3,1.0,0.0,0
PRJ-305362,18.84,208.0,100.5,1.0,0.231,23.0,0.5844,0.0,4.0,-8.8,0.0,6.0,0
PRJ-305363,11.92,263.0,95.9,3.0,0.0637,51.0,0.4136,1.0,4.0,-8.92,0.0,7.0,0
PRJ-305364,21.71,436.0,9.6,1.0,0.1791,2.0,0.6716,2.0,2.0,8.15,1.0,5.0,1
PRJ-305365,4.43,120.0,51.0,1.0,0.1786,41.0,0.6533,0.0,1.0,2.72,1.0,3.0,0
PRJ-305366,10.59,131.0,110.7,8.0,0.2005,14.0,0.3831,4.0,2.0,-6.76,0.0,0.0,0
PRJ-305367,16.82,195.0,85.3,4.0,0.1716,31.0,0.2301,1.0,3.0,-12.64,1.0,3.0,0
PRJ-305368,3.45,283.0,22.4,7.0,0.2685,26.0,0.7561,1.0,4.0,-0.22,1.0,2.0,0
PRJ-305369,1.62,448.0,119.2,6.0,0.3035,8.0,0.4084,1.0,1.0,-3.23,1.0,6.0,0
PRJ-305370,35.08,149.0,110.8,4.0,0.3775,25.0,0.5438,4.0,1.0,9.33,0.0,7.0,1
PRJ-305371,12.95,434.0,62.2,7.0,0.3156,5.0,0.1211,2.0,4.0,-8.72,0.0,1.0,0
PRJ-305372,3.2,494.0,39.7,2.0,0.3422,51.0,0.2457,2.0,2.0,5.16,0.0,3.0,1
PRJ-305373,12.73,260.0,22.1,4.0,0.1612,16.0,0.2105,0.0,3.0,-3.07,0.0,6.0,0
PRJ-305374,4.82,520.0,48.9,4.0,0.0658,6.0,0.0771,4.0,4.0,3.46,0.0,5.0,0
PRJ-305375,6.18,487.0,131.0,5.0,0.5742,57.0,0.2632,2.0,4.0,19.49,0.0,5.0,0
PRJ-305376,24.22,439.0,22.9,2.0,0.1956,36.0,0.1712,1.0,4.0,-3.15,1.0,2.0,0
PRJ-305377,8.24,233.0,138.9,6.0,0.0922,27.0,0.331,4.0,1.0,26.08,1.0,1.0,0
PRJ-305378,8.19,193.0,82.4,7.0,0.1134,28.0,0.6575,2.0,2.0,-2.58,0.0,6.0,0
PRJ-305379,4.7,472.0,48.9,8.0,0.0909,48.0,0.1876,2.0,3.0,-12.51,0.0,3.0,0
PRJ-305380,9.51,263.0,111.5,8.0,0.2184,24.0,0.2854,3.0,1.0,18.8,0.0,5.0,0
PRJ-305381,13.52,60.0,47.8,6.0,0.1773,0.0,0.1834,0.0,1.0,21.77,0.0,8.0,0
PRJ-305382,8.23,400.0,42.2,7.0,0.3552,40.0,0.2278,2.0,3.0,-11.24,1.0,0.0,0
PRJ-305383,40.85,216.0,97.5,6.0,0.428,28.0,0.1344,2.0,2.0,-9.47,0.0,6.0,1
PRJ-305384,5.59,508.0,50.5,8.0,0.3059,7.0,0.3938,4.0,1.0,9.82,0.0,5.0,0
PRJ-305385,5.57,468.0,47.9,1.0,0.4282,14.0,0.4513,4.0,4.0,6.87,1.0,7.0,1
PRJ-305386,9.24,96.0,29.9,2.0,0.3189,22.0,0.583,2.0,2.0,-9.72,1.0,6.0,0
PRJ-305387,37.84,491.0,41.5,4.0,0.2127,57.0,0.2037,4.0,2.0,-10.74,1.0,3.0,0
PRJ-305388,19.04,515.0,150.3,5.0,0.1172,48.0,0.4353,2.0,4.0,3.42,0.0,4.0,0
PRJ-305389,8.04,419.0,3.4,8.0,0.2349,11.0,0.1402,1.0,3.0,-1.63,0.0,5.0,0
PRJ-305390,8.04,181.0,22.3,1.0,0.2872,13.0,0.3851,2.0,1.0,6.93,0.0,0.0,0
PRJ-305391,5.44,376.0,26.1,2.0,0.3369,2.0,0.2258,2.0,3.0,6.89,0.0,2.0,0
PRJ-305392,9.05,474.0,44.9,7.0,0.0731,12.0,0.1613,2.0,4.0,10.97,1.0,6.0,1
PRJ-305393,10.39,448.0,39.4,3.0,0.1552,9.0,0.1644,1.0,2.0,-24.52,1.0,3.0,0
PRJ-305394,18.48,258.0,56.6,1.0,0.1906,31.0,0.1296,4.0,2.0,22.37,0.0,8.0,0
PRJ-305395,16.04,395.0,5.9,6.0,0.2749,3.0,0.6749,4.0,1.0,6.22,0.0,8.0,1
PRJ-305396,8.85,235.0,55.9,8.0,0.1416,32.0,0.4385,3.0,3.0,-5.19,0.0,0.0,0
PRJ-305397,29.33,170.0,149.5,8.0,0.463,18.0,0.077,1.0,4.0,-1.27,0.0,5.0,0
PRJ-305398,7.28,378.0,50.4,7.0,0.24,40.0,0.3495,4.0,1.0,7.79,1.0,2.0,0
PRJ-305399,3.91,275.0,40.5,1.0,0.363,59.0,0.3134,2.0,3.0,2.82,0.0,2.0,1
PRJ-305400,13.95,156.0,45.9,2.0,0.4823,57.0,0.3476,3.0,1.0,2.99,0.0,4.0,0
PRJ-305401,23.09,372.0,36.3,7.0,0.5563,55.0,0.5753,2.0,4.0,-1.11,0.0,6.0,0
PRJ-305402,11.61,204.0,82.4,6.0,0.4416,34.0,0.4326,3.0,1.0,20.02,0.0,6.0,0
PRJ-305403,4.56,335.0,62.8,2.0,0.1435,34.0,0.0841,0.0,3.0,4.08,1.0,8.0,0
PRJ-305404,13.2,223.0,59.7,4.0,0.3493,35.0,0.4873,4.0,4.0,13.66,0.0,4.0,0
PRJ-305405,14.33,483.0,111.5,7.0,0.4145,49.0,0.6167,2.0,1.0,26.19,0.0,6.0,1
PRJ-305406,15.34,466.0,83.0,8.0,0.3951,15.0,0.3619,2.0,3.0,11.56,0.0,0.0,0
PRJ-305407,13.38,279.0,3.4,8.0,0.2259,23.0,0.206,2.0,2.0,3.61,0.0,5.0,0
PRJ-305408,25.05,396.0,35.6,4.0,0.2129,20.0,0.5027,4.0,1.0,-22.08,0.0,7.0,0
PRJ-305409,5.34,133.0,14.9,7.0,0.2673,53.0,0.105,1.0,2.0,-4.91,0.0,5.0,0
PRJ-305410,1.3,538.0,25.3,1.0,0.2314,12.0,0.183,1.0,3.0,25.45,1.0,3.0,0
PRJ-305411,2.8,151.0,30.4,8.0,0.8237,12.0,0.3142,0.0,4.0,3.97,0.0,6.0,0
PRJ-305412,4.52,474.0,24.6,2.0,0.11,21.0,0.3787,2.0,3.0,-16.0,0.0,8.0,0
PRJ-305413,20.58,463.0,85.6,8.0,0.236,24.0,0.3518,2.0,1.0,-2.56,0.0,8.0,1
PRJ-305414,9.5,133.0,76.0,1.0,0.1844,42.0,0.4382,1.0,3.0,-14.16,1.0,8.0,1
PRJ-305415,30.8,49.0,35.5,8.0,0.2407,7.0,0.1933,4.0,2.0,-5.49,0.0,0.0,0
PRJ-305416,5.06,409.0,74.0,5.0,0.159,12.0,0.1859,1.0,2.0,-4.83,1.0,1.0,0
PRJ-305417,30.41,475.0,67.3,5.0,0.3048,56.0,0.2387,4.0,4.0,-7.03,0.0,1.0,0
PRJ-305418,6.23,399.0,53.6,6.0,0.0882,38.0,0.5393,4.0,1.0,0.93,1.0,8.0,1
PRJ-305419,10.38,72.0,43.7,4.0,0.3248,20.0,0.4228,1.0,1.0,-24.51,1.0,6.0,0
PRJ-305420,3.22,364.0,91.9,8.0,0.1561,58.0,0.5736,2.0,1.0,7.94,0.0,2.0,0
PRJ-305421,27.88,238.0,47.8,1.0,0.4608,14.0,0.5607,3.0,3.0,17.2,0.0,0.0,1
PRJ-305422,11.37,498.0,58.3,6.0,0.1017,38.0,0.254,1.0,2.0,-22.08,0.0,5.0,1
PRJ-305423,42.0,441.0,55.4,2.0,0.1621,13.0,0.3704,3.0,3.0,12.76,0.0,7.0,1
PRJ-305424,23.77,440.0,31.3,1.0,0.2208,41.0,0.4039,4.0,2.0,7.86,0.0,8.0,0
PRJ-305425,10.21,246.0,29.9,6.0,0.6057,28.0,0.181,4.0,2.0,4.38,0.0,2.0,0
PRJ-305426,6.98,204.0,41.4,6.0,0.2856,8.0,0.4678,3.0,2.0,0.58,1.0,7.0,0
PRJ-305427,21.17,452.0,84.6,2.0,0.5098,30.0,0.526,3.0,1.0,2.7,0.0,6.0,0
PRJ-305428,12.2,102.0,44.9,6.0,0.3588,26.0,0.3167,4.0,2.0,10.4,0.0,4.0,0
PRJ-305429,6.71,94.0,7.6,8.0,0.2576,40.0,0.5931,1.0,4.0,2.62,0.0,7.0,0
PRJ-305430,12.81,75.0,62.6,6.0,0.1387,53.0,0.031,2.0,4.0,32.3,1.0,3.0,0
PRJ-305431,2.49,298.0,32.5,2.0,0.1986,48.0,0.456,4.0,1.0,-7.61,1.0,1.0,0
PRJ-305432,15.53,82.0,24.4,1.0,0.2828,19.0,0.279,0.0,3.0,19.74,1.0,0.0,0
PRJ-305433,17.53,333.0,79.0,1.0,0.2346,42.0,0.3369,1.0,4.0,-1.54,0.0,8.0,1
PRJ-305434,4.92,127.0,78.7,5.0,0.2382,33.0,0.151,3.0,3.0,-4.74,0.0,1.0,0
PRJ-305435,25.48,485.0,53.9,2.0,0.3814,29.0,0.2796,0.0,3.0,12.09,0.0,1.0,1
PRJ-305436,22.12,259.0,39.1,3.0,0.2273,12.0,0.5803,4.0,2.0,-3.68,0.0,5.0,0
PRJ-305437,14.61,91.0,33.6,1.0,0.1259,32.0,0.4183,2.0,1.0,20.89,1.0,2.0,0
PRJ-305438,5.9,388.0,15.1,4.0,0.1528,20.0,0.4101,3.0,1.0,-8.96,0.0,6.0,0
PRJ-305439,18.22,212.0,3.5,2.0,0.2852,58.0,0.519,4.0,3.0,15.24,0.0,2.0,1
PRJ-305440,9.15,174.0,35.6,4.0,0.0479,27.0,0.185,4.0,3.0,7.22,0.0,8.0,0
PRJ-305441,13.61,371.0,36.2,5.0,0.361,26.0,0.4678,3.0,3.0,-1.97,1.0,3.0,1
PRJ-305442,19.36,518.0,22.9,8.0,0.0465,4.0,0.2419,1.0,2.0,-11.79,1.0,3.0,1
PRJ-305443,3.97,530.0,111.1,3.0,0.3533,19.0,0.234,3.0,2.0,-11.83,0.0,6.0,0
PRJ-305444,3.12,260.0,31.6,3.0,0.1067,59.0,0.4101,3.0,4.0,-10.19,1.0,1.0,1
PRJ-305445,8.52,464.0,53.5,7.0,0.4513,38.0,0.4132,1.0,4.0,13.29,1.0,1.0,1
PRJ-305446,37.58,148.0,61.8,8.0,0.3303,44.0,0.295,3.0,1.0,0.55,0.0,2.0,0
PRJ-305447,43.1,464.0,68.1,4.0,0.1296,40.0,0.374,3.0,4.0,9.48,1.0,3.0,0
PRJ-305448,15.3,511.0,28.3,3.0,0.4525,28.0,0.1625,2.0,1.0,1.84,0.0,2.0,0
PRJ-305449,22.52,301.0,38.3,6.0,0.407,56.0,0.1895,0.0,3.0,-13.17,0.0,7.0,0
PRJ-305450,11.7,303.0,49.6,7.0,0.6902,18.0,0.4096,3.0,4.0,4.27,1.0,7.0,1
PRJ-305451,12.82,324.0,28.5,6.0,0.1544,21.0,0.4735,0.0,1.0,7.36,0.0,0.0,0
PRJ-305452,10.37,81.0,104.1,6.0,0.1869,43.0,0.3046,1.0,2.0,-20.98,0.0,4.0,0
PRJ-305453,24.29,469.0,193.9,2.0,0.2754,30.0,0.404,4.0,2.0,-7.14,1.0,5.0,1
PRJ-305454,31.02,410.0,60.6,3.0,0.0483,23.0,0.7404,0.0,1.0,-9.77,1.0,5.0,1
PRJ-305455,12.61,475.0,60.1,1.0,0.3203,37.0,0.4584,2.0,4.0,-15.06,1.0,5.0,1
PRJ-305456,12.78,102.0,99.0,4.0,0.1973,49.0,0.2303,1.0,3.0,1.74,1.0,0.0,0
PRJ-305457,10.75,442.0,84.9,7.0,0.4986,42.0,0.1968,4.0,2.0,3.3,0.0,2.0,0
PRJ-305458,31.52,224.0,48.0,2.0,0.2751,25.0,0.3984,1.0,1.0,15.76,1.0,4.0,0
PRJ-305459,20.74,450.0,143.0,6.0,0.0836,2.0,0.5461,0.0,1.0,9.68,0.0,7.0,0
PRJ-305460,5.8,536.0,29.6,4.0,0.3645,48.0,0.2701,2.0,2.0,-3.66,0.0,3.0,0
PRJ-305461,36.87,480.0,79.6,2.0,0.0382,54.0,0.5199,3.0,1.0,-3.64,0.0,8.0,1
PRJ-305462,1.86,498.0,38.0,2.0,0.2281,44.0,0.4562,0.0,1.0,21.27,0.0,6.0,0
PRJ-305463,29.55,101.0,65.8,6.0,0.1069,10.0,0.7502,0.0,4.0,6.08,0.0,3.0,0
PRJ-305464,23.05,207.0,35.1,7.0,0.2691,51.0,0.2094,1.0,1.0,13.79,0.0,6.0,0
PRJ-305465,12.64,189.0,139.9,3.0,0.1396,13.0,0.2005,0.0,1.0,-16.95,0.0,7.0,0
PRJ-305466,12.43,299.0,102.4,8.0,0.5602,52.0,0.4115,2.0,2.0,-19.01,0.0,0.0,0
PRJ-305467,11.13,528.0,63.4,1.0,0.0549,41.0,0.6586,1.0,2.0,-4.97,0.0,2.0,0
PRJ-305468,6.01,384.0,85.9,5.0,0.2393,30.0,0.351,4.0,4.0,11.73,0.0,7.0,0
PRJ-305469,35.04,314.0,23.0,2.0,0.2302,11.0,0.3488,0.0,3.0,19.1,0.0,2.0,0
PRJ-305470,12.18,443.0,12.6,8.0,0.3037,25.0,0.2695,0.0,1.0,-9.16,0.0,0.0,0
PRJ-305471,5.93,132.0,28.7,7.0,0.198,8.0,0.5553,4.0,4.0,6.33,0.0,4.0,0
PRJ-305472,33.7,371.0,137.3,1.0,0.3242,42.0,0.2658,4.0,4.0,4.96,0.0,8.0,1
PRJ-305473,16.45,294.0,35.0,4.0,0.1837,56.0,0.5143,3.0,3.0,-13.96,1.0,4.0,0
PRJ-305474,17.11,145.0,89.7,6.0,0.3025,49.0,0.5991,0.0,3.0,-10.22,0.0,0.0,0
PRJ-305475,38.55,364.0,40.8,5.0,0.6053,38.0,0.4734,4.0,4.0,-1.32,0.0,8.0,0
PRJ-305476,18.67,461.0,42.8,4.0,0.4135,58.0,0.3281,0.0,4.0,-15.32,0.0,3.0,1
PRJ-305477,7.78,454.0,35.4,2.0,0.1805,56.0,0.6021,0.0,1.0,30.41,0.0,4.0,0
PRJ-305478,18.66,462.0,33.5,5.0,0.0986,59.0,0.5359,0.0,3.0,-12.73,0.0,3.0,0
PRJ-305479,6.42,447.0,85.3,1.0,0.8077,3.0,0.3328,3.0,4.0,-5.48,1.0,5.0,0
PRJ-305480,8.86,277.0,33.9,3.0,0.3572,58.0,0.1419,2.0,3.0,4.4,0.0,6.0,1
PRJ-305481,14.97,69.0,33.2,2.0,0.1426,2.0,0.3796,0.0,1.0,2.9,1.0,3.0,0
PRJ-305482,22.3,522.0,48.4,6.0,0.3957,23.0,0.3051,2.0,2.0,7.4,0.0,1.0,0
PRJ-305483,8.1,269.0,38.4,4.0,0.6403,16.0,0.431,0.0,2.0,-12.15,0.0,1.0,0
PRJ-305484,10.9,358.0,24.7,4.0,0.3196,51.0,0.3761,3.0,2.0,-16.27,1.0,8.0,0
PRJ-305485,10.83,55.0,78.9,7.0,0.1926,2.0,0.4995,4.0,4.0,1.2,0.0,6.0,0
PRJ-305486,24.81,484.0,56.9,4.0,0.1805,57.0,0.2563,4.0,2.0,-10.89,1.0,0.0,0
PRJ-305487,12.42,484.0,32.2,7.0,0.5371,26.0,0.265,0.0,2.0,-8.75,0.0,0.0,0
PRJ-305488,36.56,504.0,24.8,8.0,0.0932,4.0,0.3861,2.0,4.0,-9.62,1.0,1.0,1
PRJ-305489,8.86,131.0,100.4,2.0,0.1441,57.0,0.3207,4.0,2.0,-9.64,1.0,7.0,0
PRJ-305490,8.36,462.0,16.7,6.0,0.3939,3.0,0.4339,4.0,4.0,-17.43,0.0,2.0,1
PRJ-305491,29.21,354.0,71.8,1.0,0.5288,21.0,0.344,4.0,3.0,-12.83,0.0,8.0,1
